Date,S&P 500 Pure Value (TR)
2021-03-02,14226.83
2021-03-03,14366.67
2021-03-04,14219.8
2021-03-05,14604.45
2021-03-08,14911.15
2021-03-09,14703.31
2021-03-10,15035.38
2021-03-11,15029.4
2021-03-12,15273.26
2021-03-15,15305.56
2021-03-16,15069.69
2021-03-17,15203.4
2021-03-18,15162.3
2021-03-19,15107.57
2021-03-22,14977.01
2021-03-23,14591.68
2021-03-24,14529.52
2021-03-25,14825.29
2021-03-26,14950.13
2021-03-29,14794.11
2021-03-30,14958.84
2021-03-31,14816.53
2021-04-01,14966.15
2021-04-05,15044
2021-04-06,15041.17
2021-04-07,15044.49
2021-04-08,14936.19
2021-04-09,15025.73
2021-04-12,15094.63
2021-04-13,14958.47
2021-04-14,15106.94
2021-04-15,15114.62
2021-04-16,15181.08
2021-04-19,15134.05
2021-04-20,14862.64
2021-04-21,15143.34
2021-04-22,14960.36
2021-04-23,15192.92
2021-04-26,15239.69
2021-04-27,15309.92
2021-04-28,15374.66
2021-04-29,15558.26
2021-04-30,15414.78
2021-05-03,15623.98
2021-05-04,15693.48
2021-05-05,15824.12
2021-05-06,16020.13
2021-05-07,16190.87
2021-05-10,16200.35
2021-05-11,15920.65
2021-05-12,15658.8
2021-05-13,15927.29
2021-05-14,16196.39
2021-05-17,16284.13
2021-05-18,16080.66
2021-05-19,15931.38
2021-05-20,15920.72
2021-05-21,16042.79
2021-05-24,16089.85
2021-05-25,15863.87
2021-05-26,15991.06
2021-05-27,16192.36
2021-05-28,16160.42
2021-06-01,16329.46
2021-06-02,16371.98
2021-06-03,16446.36
2021-06-04,16452.77
2021-06-07,16389.79
2021-06-08,16408.43
2021-06-09,16217.23
2021-06-10,16079.8
2021-06-11,16155.18
2021-06-14,15965.3
2021-06-15,16032.12
2021-06-16,15960.14
2021-06-17,15454.34
2021-06-18,15067.06
2021-06-21,15446.42
2021-06-22,15430.37
2021-06-23,15440.22
2021-06-24,15594.65
2021-06-25,15780.63
2021-06-28,15551.63
2021-06-29,15473.39
2021-06-30,15545.46
2021-07-01,15673.63
2021-07-02,15629.47
2021-07-06,15298.3
2021-07-07,15290.13
2021-07-08,15012.53
2021-07-09,15420.39
2021-07-12,15500.32
2021-07-13,15282.13
2021-07-14,15208.88
2021-07-15,15184.18
2021-07-16,14938.02
2021-07-19,14549.62
2021-07-20,14909.42
2021-07-21,15157.46
2021-07-22,14974.52
2021-07-23,15017.18
2021-07-26,15167.66
2021-07-27,15143.11
2021-07-28,15136.67
2021-07-29,15316.82
2021-07-30,15201.03
2021-08-02,15188.47
2021-08-03,15393.29
2021-08-04,15059.98
2021-08-05,15203.99
2021-08-06,15437.76
2021-08-09,15452.52
2021-08-10,15656.7
2021-08-11,15853.29
2021-08-12,15830.7
2021-08-13,15749.85
2021-08-16,15689.17
2021-08-17,15532.98
2021-08-18,15367.67
2021-08-19,15166.56
2021-08-20,15277.54
2021-08-23,15435.07
2021-08-24,15571.68
2021-08-25,15715.29
2021-08-26,15516.09
2021-08-27,15763.12
2021-08-30,15568.11
2021-08-31,15629.09
2021-09-01,15518.26
2021-09-02,15648.42
2021-09-03,15549.09
2021-09-07,15426.26
2021-09-08,15359.97
2021-09-09,15364.6
2021-09-10,15200.17
2021-09-13,15447.09
2021-09-14,15210.13
2021-09-15,15434.96
2021-09-16,15378.71
2021-09-17,15311.31
2021-09-20,14934.69
2021-09-21,14841.3
2021-09-22,15064.86
2021-09-23,15382.61
2021-09-24,15444.2
2021-09-27,15782.18
2021-09-28,15644.81
2021-09-29,15675.16
2021-09-30,15368.38
2021-10-01,15602.17
2021-10-04,15600.3
2021-10-05,15772.9
2021-10-06,15730.5
2021-10-07,15883.54
2021-10-08,15950.93
2021-10-11,15866.01
2021-10-12,15842.26
2021-10-13,15751.08
2021-10-14,16006.21
2021-10-15,16046.3
2021-10-18,16020.83
2021-10-19,16138.14
2021-10-20,16404.47
2021-10-21,16336.77
2021-10-22,16427.27
2021-10-25,16429.05
2021-10-26,16355.12
2021-10-27,16017.75
2021-10-28,16207.77
2021-10-29,16062.35
2021-11-01,16307.71
2021-11-02,16297.76
2021-11-03,16542.06
2021-11-04,16393.87
2021-11-05,16505.87
2021-11-08,16538.09
2021-11-09,16501.84
2021-11-10,16453.4
2021-11-11,16587.49
2021-11-12,16585.45
2021-11-15,16628.7
2021-11-16,16553.23
2021-11-17,16402.42
2021-11-18,16316.6
2021-11-19,16061.76
2021-11-22,16341.97
2021-11-23,16545.06
2021-11-24,16477.27
2021-11-26,15941.58
2021-11-29,15938.19
2021-11-30,15469.9
2021-12-01,15286.88
2021-12-02,15762.45
2021-12-03,15644.21
,
,
,
