Date,S&P 500 Pure Growth (TR)
2021-03-03,19375.55
2021-03-04,18766.75
2021-03-05,19023.77
2021-03-08,18407.75
2021-03-09,19193.29
2021-03-10,19149.67
2021-03-11,19771.77
2021-03-12,19615.65
2021-03-15,19936.88
2021-03-16,19823.97
2021-03-17,19864.63
2021-03-18,19293.58
2021-03-19,19489.05
2021-03-22,19776.27
2021-03-23,19582.65
2021-03-24,19220.49
2021-03-25,19202.12
2021-03-26,19721.55
2021-03-29,19549.73
2021-03-30,19561.31
2021-03-31,19946.87
2021-04-01,20323.3
2021-04-05,20574.37
2021-04-06,20613.52
2021-04-07,20521.85
2021-04-08,20825.71
2021-04-09,20975.92
2021-04-12,20972.35
2021-04-13,21166.88
2021-04-14,20960.98
2021-04-15,21319.07
2021-04-16,21348.68
2021-04-19,21076.35
2021-04-20,20900.49
2021-04-21,21180.65
2021-04-22,21055.08
2021-04-23,21435.59
2021-04-26,21599.7
2021-04-27,21486.12
2021-04-28,21378.58
2021-04-29,21308.8
2021-04-30,20991.69
2021-05-03,20855.77
2021-05-04,20506.72
2021-05-05,20497.92
2021-05-06,20419.37
2021-05-07,20670.36
2021-05-10,20133.99
2021-05-11,20136.46
2021-05-12,19502.88
2021-05-13,19632.25
2021-05-14,20112.22
2021-05-17,19944.22
2021-05-18,19854.49
2021-05-19,19929.02
2021-05-20,20366.55
2021-05-21,20295.24
2021-05-24,20543.61
2021-05-25,20572.42
2021-05-26,20665.08
2021-05-27,20713.63
2021-05-28,20795.66
2021-06-01,20671.12
2021-06-02,20689.68
2021-06-03,20488.24
2021-06-04,20814.32
2021-06-07,20784.83
2021-06-08,20858.22
2021-06-09,20814.17
2021-06-10,21081.17
2021-06-11,21155.94
2021-06-14,21343.55
2021-06-15,21206.1
2021-06-16,21174.7
2021-06-17,21483.99
2021-06-18,21335.62
2021-06-21,21546.05
2021-06-22,21746.87
2021-06-23,21801.67
2021-06-24,21988.56
2021-06-25,22015.95
2021-06-28,22350.04
2021-06-29,22451.28
2021-06-30,22394.16
2021-07-01,22431.62
2021-07-02,22613.2
2021-07-06,22670.51
2021-07-07,22677.88
2021-07-08,22498.58
2021-07-09,22748.09
2021-07-12,22862.29
2021-07-13,22760.45
2021-07-14,22643.27
2021-07-15,22486.5
2021-07-16,22350.42
2021-07-19,22229.13
2021-07-20,22593.07
2021-07-21,22849.1
2021-07-22,23081.47
2021-07-23,23388.13
2021-07-26,23300.23
2021-07-27,23082.54
2021-07-28,23291.01
2021-07-29,23472.17
2021-07-30,23553.65
2021-08-02,23573.09
2021-08-03,23789.51
2021-08-04,23998.76
2021-08-05,24019.92
2021-08-06,23989.75
2021-08-09,23995.29
2021-08-10,23814.09
2021-08-11,23781.58
2021-08-12,23871.38
2021-08-13,23915.63
2021-08-16,23897.89
2021-08-17,23662.71
2021-08-18,23469.3
2021-08-19,23650.2
2021-08-20,23912.04
2021-08-23,24221.21
2021-08-24,24295.13
2021-08-25,24433.48
2021-08-26,24329.3
2021-08-27,24624.04
2021-08-30,24854.06
2021-08-31,24761.85
2021-09-01,24824.68
2021-09-02,24945.09
2021-09-03,25047.08
2021-09-07,24911.05
2021-09-08,24832.65
2021-09-09,24744.8
2021-09-10,24669.84
2021-09-13,24408.41
2021-09-14,24413.86
2021-09-15,24602.3
2021-09-16,24735.46
2021-09-17,24522.45
2021-09-20,24058.3
2021-09-21,24139.49
2021-09-22,24430.03
2021-09-23,24764.26
2021-09-24,24750.62
2021-09-27,24416.82
2021-09-28,23638.54
2021-09-29,23574.36
2021-09-30,23441.71
2021-10-01,23564.32
2021-10-04,22988.87
2021-10-05,23343.59
2021-10-06,23443.77
2021-10-07,23729.46
2021-10-08,23478.4
2021-10-11,23315.81
2021-10-12,23374.59
2021-10-13,23532.6
2021-10-14,24003.31
2021-10-15,24090.23
2021-10-18,24388.75
2021-10-19,24571.74
2021-10-20,24601.31
2021-10-21,24874.78
2021-10-22,24935.21
2021-10-25,25149.84
2021-10-26,25100.81
2021-10-27,25058.06
2021-10-28,25529.29
2021-10-29,25795.48
2021-11-01,25904.22
2021-11-02,25981.45
2021-11-03,26058.58
2021-11-04,26496.22
2021-11-05,26348.59
2021-11-08,26533.47
2021-11-09,26418.41
2021-11-10,25930.6
2021-11-11,26218
2021-11-12,26559.04
2021-11-15,26496.82
2021-11-16,26896.86
2021-11-17,26733.41
2021-11-18,26793.5
2021-11-19,26917.91
2021-11-22,26494.76
2021-11-23,26223.14
2021-11-24,26406.99
2021-11-26,25936.37
2021-11-29,26461.16
2021-11-30,25871.78
2021-12-01,25298.85
2021-12-02,25586.7
2021-12-03,25002.32
