Date,S&P 500 Low Rate-Sensitivity Index (USD) TR
2021-02-22,17855.57
2021-02-23,17903.25
2021-02-24,18061.88
2021-02-25,17716.59
2021-02-26,17575.45
2021-03-01,17911.56
2021-03-02,17843.2
2021-03-03,17684.01
2021-03-04,17469.68
2021-03-05,17866.06
2021-03-08,17962.85
2021-03-09,18043.18
2021-03-10,18199.52
2021-03-11,18288.31
2021-03-12,18413.64
2021-03-15,18595.74
2021-03-16,18506.61
2021-03-17,18531.53
2021-03-18,18377.54
2021-03-19,18361.28
2021-03-22,18446.49
2021-03-23,18300.83
2021-03-24,18260.6
2021-03-25,18432.62
2021-03-26,18744.1
2021-03-29,18734.01
2021-03-30,18683.18
2021-03-31,18663.56
2021-04-01,18841.37
2021-04-05,19034.04
2021-04-06,19057.43
2021-04-07,19002.16
2021-04-08,19026.21
2021-04-09,19123.54
2021-04-12,19165.83
2021-04-13,19180.32
2021-04-14,19164.43
2021-04-15,19368.12
2021-04-16,19464.6
2021-04-19,19380.87
2021-04-20,19368.85
2021-04-21,19553.3
2021-04-22,19464.12
2021-04-23,19609.93
2021-04-26,19605.25
2021-04-27,19581.95
2021-04-28,19535.71
2021-04-29,19663.99
2021-04-30,19554
2021-05-03,19644.76
2021-05-04,19588.44
2021-05-05,19560.34
2021-05-06,19666.23
2021-05-07,19823.46
2021-05-10,19782.52
2021-05-11,19584.56
2021-05-12,19178.99
2021-05-13,19438.05
2021-05-14,19660.82
2021-05-17,19610.71
2021-05-18,19486.31
2021-05-19,19420.67
2021-05-20,19612.07
2021-05-21,19619.56
2021-05-24,19722.65
2021-05-25,19658.05
2021-05-26,19693.42
2021-05-27,19727.45
2021-05-28,19773.56
2021-06-01,19773.22
2021-06-02,19817.71
2021-06-03,19796.41
2021-06-04,19908.08
2021-06-07,19885.98
2021-06-08,19898.75
2021-06-09,19869.94
2021-06-10,19975.2
2021-06-11,20013.95
2021-06-14,20002.95
2021-06-15,19979.84
2021-06-16,19824.22
2021-06-17,19783.56
2021-06-18,19489.77
2021-06-21,19799.83
2021-06-22,19828.96
2021-06-23,19763.77
2021-06-24,19861
2021-06-25,19995.1
2021-06-28,19991.36
2021-06-29,19971.54
2021-06-30,19975.42
2021-07-01,20098.77
2021-07-02,20183.09
2021-07-06,20125.21
2021-07-07,20217.47
2021-07-08,20051.28
2021-07-09,20273.24
2021-07-12,20310.45
2021-07-13,20170.15
2021-07-14,20189.21
2021-07-15,20170.56
2021-07-16,20120.62
2021-07-19,19832.44
2021-07-20,20127.61
2021-07-21,20223.41
2021-07-22,20227.37
2021-07-23,20425.97
2021-07-26,20423.74
2021-07-27,20435.23
2021-07-28,20416.94
2021-07-29,20531.06
2021-07-30,20512.69
2021-08-02,20497.51
2021-08-03,20617.26
2021-08-04,20487.22
2021-08-05,20588.83
2021-08-06,20628.22
2021-08-09,20595.77
2021-08-10,20610.57
2021-08-11,20712.16
2021-08-12,20725.93
2021-08-13,20782.56
2021-08-16,20847.15
2021-08-17,20768.62
2021-08-18,20542.99
2021-08-19,20589.79
2021-08-20,20730.48
2021-08-23,20796.19
2021-08-24,20806.15
2021-08-25,20869.99
2021-08-26,20757.46
2021-08-27,20922.31
2021-08-30,20966.55
2021-08-31,20979.97
2021-09-01,21050.41
2021-09-02,21171.35
2021-09-03,21121.81
2021-09-07,20915.85
2021-09-08,20983.67
2021-09-09,20849.9
2021-09-10,20698.29
2021-09-13,20704.23
2021-09-14,20607.42
2021-09-15,20726.84
2021-09-16,20687.83
2021-09-17,20521.41
2021-09-20,20273.67
2021-09-21,20225.96
2021-09-22,20384.51
2021-09-23,20570.96
2021-09-24,20564.85
2021-09-27,20467.26
2021-09-28,20142.16
2021-09-29,20233.53
2021-09-30,19952.62
2021-10-01,20122.4
2021-10-04,19968.67
2021-10-05,20095.12
2021-10-06,20178.19
2021-10-07,20320.74
2021-10-08,20226.01
2021-10-11,20105.28
2021-10-12,20121.65
2021-10-13,20197.47
2021-10-14,20527.13
2021-10-15,20577.39
2021-10-18,20583.76
2021-10-19,20729.44
2021-10-20,20876.87
2021-10-21,20941.87
2021-10-22,21010.36
2021-10-25,21043.23
2021-10-26,21028.91
2021-10-27,20821.01
2021-10-28,21020.65
2021-10-29,21022.25
2021-11-01,21112.6
2021-11-02,21179.01
2021-11-03,21265.15
2021-11-04,21249.68
2021-11-05,21318.52
2021-11-08,21336.89
2021-11-09,21346.76
2021-11-10,21248.45
2021-11-11,21273.47
2021-11-12,21404.19
2021-11-15,21443.59
2021-11-16,21507.81
2021-11-17,21435.59
2021-11-18,21363.53
2021-11-19,21314
2021-11-22,21270.08
2021-11-23,21302.53
2021-11-24,21337.17
2021-11-26,20925.83
2021-11-29,21126.61
2021-11-30,20607.49
2021-12-01,20371.2
2021-12-02,20778.38
2021-12-03,20707.22
