Date,S&P 500 High Rate-Sensitivity 100 Index (USD) TR
2021-02-17,13763.59
2021-02-18,13518.92
2021-02-19,13927.61
2021-02-22,14308.94
2021-02-23,14446.05
2021-02-24,14905.72
2021-02-25,14415.54
2021-02-26,14269.81
2021-03-01,14651.7
2021-03-02,14621.9
2021-03-03,14787.97
2021-03-04,14641.53
2021-03-05,14988.52
2021-03-08,15223.47
2021-03-09,14968.91
2021-03-10,15280.33
2021-03-11,15417.29
2021-03-12,15618.4
2021-03-15,15693.5
2021-03-16,15299.71
2021-03-17,15518.86
2021-03-18,15309.95
2021-03-19,15281.16
2021-03-22,15027.91
2021-03-23,14481.68
2021-03-24,14412.7
2021-03-25,14705.46
2021-03-26,14874.95
2021-03-29,14577.26
2021-03-30,14856.6
2021-03-31,14779.56
2021-04-01,15008.99
2021-04-05,15031.22
2021-04-06,15055.54
2021-04-07,15046.44
2021-04-08,14979.32
2021-04-09,15064.29
2021-04-12,15067.57
2021-04-13,14912.84
2021-04-14,15145.27
2021-04-15,15045.52
2021-04-16,15044.4
2021-04-19,14951.39
2021-04-20,14503.33
2021-04-21,14853.29
2021-04-22,14675.84
2021-04-23,15007.15
2021-04-26,15147.16
2021-04-27,15299.5
2021-04-28,15501.05
2021-04-29,15622.51
2021-04-30,15436.85
2021-05-03,15615.32
2021-05-04,15606.02
2021-05-05,15884.35
2021-05-06,15971.01
2021-05-07,16253.5
2021-05-10,16153.81
2021-05-11,15884.23
2021-05-12,15542.42
2021-05-13,15725.8
2021-05-14,16198.33
2021-05-17,16376.77
2021-05-18,16137.07
2021-05-19,15873.47
2021-05-20,15809.21
2021-05-21,15904.05
2021-05-24,16028.16
2021-05-25,15837.89
2021-05-26,16059.03
2021-05-27,16316.92
2021-05-28,16255.16
2021-06-01,16641.5
2021-06-02,16690.31
2021-06-03,16664.47
2021-06-04,16657.78
2021-06-07,16610.03
2021-06-08,16667.44
2021-06-09,16422.38
2021-06-10,16220.24
2021-06-11,16321.1
2021-06-14,16076.85
2021-06-15,16178.51
2021-06-16,16167.46
2021-06-17,15506.03
2021-06-18,15140.74
2021-06-21,15655.06
2021-06-22,15655.73
2021-06-23,15716.42
2021-06-24,15892.77
2021-06-25,16062.23
2021-06-28,15679.86
2021-06-29,15612.58
2021-06-30,15774.93
2021-07-01,15979.17
2021-07-02,15910.49
2021-07-06,15434.63
2021-07-07,15286.91
2021-07-08,15061.07
2021-07-09,15558.44
2021-07-12,15651.81
2021-07-13,15384.69
2021-07-14,15166.18
2021-07-15,15067.19
2021-07-16,14660.11
2021-07-19,14158.81
2021-07-20,14635.8
2021-07-21,15059.46
2021-07-22,14856.56
2021-07-23,14861.96
2021-07-26,15137.08
2021-07-27,15008.99
2021-07-28,15079.18
2021-07-29,15218.53
2021-07-30,15040.47
2021-08-02,14946.12
2021-08-03,15184.06
2021-08-04,14842.16
2021-08-05,15175.32
2021-08-06,15421.91
2021-08-09,15328.48
2021-08-10,15621.99
2021-08-11,15854.76
2021-08-12,15831.48
2021-08-13,15643.62
2021-08-16,15463.46
2021-08-17,15139.24
2021-08-18,15002.13
2021-08-19,14712.4
2021-08-20,14844.93
2021-08-23,15170.51
2021-08-24,15488.32
2021-08-25,15665.38
2021-08-26,15453.99
2021-08-27,15809.68
2021-08-30,15532.51
2021-08-31,15560.18
2021-09-01,15413.56
2021-09-02,15563.07
2021-09-03,15423.57
2021-09-07,15381.72
2021-09-08,15167.35
2021-09-09,15302.89
2021-09-10,15181.44
2021-09-13,15459.94
2021-09-14,15180.81
2021-09-15,15504.1
2021-09-16,15460.1
2021-09-17,15360.37
2021-09-20,14922.55
2021-09-21,14852.66
2021-09-22,15226.95
2021-09-23,15740.76
2021-09-24,15858.76
2021-09-27,16294.6
2021-09-28,16154.9
2021-09-29,16095.83
2021-09-30,15767.81
2021-10-01,16219.24
2021-10-04,16229.88
2021-10-05,16406.9
2021-10-06,16258.36
2021-10-07,16416.31
2021-10-08,16527.54
2021-10-11,16455.36
2021-10-12,16502.39
2021-10-13,16391.34
2021-10-14,16646.07
2021-10-15,16725.22
2021-10-18,16754.76
2021-10-19,16793.54
2021-10-20,16954.21
2021-10-21,16847.32
2021-10-22,16920.78
2021-10-25,16998.32
2021-10-26,16957.07
2021-10-27,16530.56
2021-10-28,16743.39
2021-10-29,16633.75
2021-11-01,16997.45
2021-11-02,16956.66
2021-11-03,17164.84
2021-11-04,16982.41
2021-11-05,17272.46
2021-11-08,17343.79
2021-11-09,17293.51
2021-11-10,17042.76
2021-11-11,17169.94
2021-11-12,17116.17
2021-11-15,17171.28
2021-11-16,17089.68
2021-11-17,16862.3
2021-11-18,16787.18
2021-11-19,16463.1
2021-11-22,16673.12
2021-11-23,16844.62
2021-11-24,16796.89
2021-11-26,16018.07
2021-11-29,16094.88
2021-11-30,15615.86
2021-12-01,15234.51
2021-12-02,15813.27
2021-12-03,15568.13
